Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%.1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
Mark Canha,NYM,34,6,21,25,4,2,1,0,1,3,2,3,0,4,1,0,0,0,0,0,.190,4,11,2,2,101,42,59,0,0,0,12.0%,16.0%,0.75,.320,.381,.701,.190,.188,0.36,11.8%,23.5%,64.7%,18.2%,9.1%,0.0%,0.0%,.315,-0.1,3,0.0,-0.2,0.8,-0.4,0.5,0.1,$0.4,1.6,101,0.14,-0.26,0.40,0.39,0.05,0.74,,0,0.20,-0.01,47.0%,94.7,31.0%,84.4,1.0%,87.0,6.0%,79.5,15.0%,87.9,,,,,1.0%,,0.2,-0.1,-0.2,-0.2,0.5,,,0.45,-0.41,-24.38,-2.92,3.52,,,20.7%,54.8%,35.0%,75.0%,87.0%,82.9%,42.0%,48.0%,5.9%,0.3,27.0%,,5.0%,,,20.0%,27.0%,6.0%,,,15.0%,,,,94.4,,87.1,,,95.1,84.0,79.5,,,87.9,,,0.0,,-2.1,,,-4.4,2.3,2.9,,,0.7,,,9.3,,4.3,,,5.1,1.9,-3.9,,,3.0,,,1.8,,0.3,,,-1.5,-0.7,-0.2,,,0.5,,,6.57,,6.49,,,-7.71,-2.69,-2.92,,,3.52,,,20.0%,50.0%,35.0%,70.0%,88.0%,82.9%,50.0%,17.1,-0.6,0.0,0.2,34 - 34,0.3,0.1,0.1,47.1%,29.4%,23.5%,17.6%,64.7%,17.6%,32.0%,13.0%,,6.0%,26.0%,5.0%,1.0%,,,22.0%,27.0%,,88.0,,79.7,94.5,87.6,86.6,,,95.0,84.2,,2.0,,3.4,-0.3,1.5,-5.2,,,-3.8,2.3,,1.3,,-5.7,8.2,3.5,4.0,,,3.6,0.2,,0.5,,-0.2,1.7,-0.2,0.1,,,-1.5,-0.2,,3.80,,-2.92,6.66,-3.92,8.05,,,-7.03,-0.76,,16.3%,52.9%,35.0%,62.5%,88.9%,82.9%,51.0%,17.1,,75,136,70,99,91,116,62,56,53,185,65,111,91,93,100,125,58,89.2,22.8,2,11.8%,108.2,6,35.3%,17,22.8%,28.7%,.174,.317,.305,0.0
Ryan McMahon,COL,28,6,22,25,4,0,3,0,1,2,2,3,0,7,0,0,0,3,1,0,.182,9,4,2,0,113,41,72,0,0,0,12.0%,28.0%,0.43,.280,.455,.735,.273,.214,2.25,13.3%,60.0%,26.7%,0.0%,25.0%,0.0%,0.0%,.315,-0.1,3,-0.6,0.9,0.8,0.1,0.8,0.1,$0.6,4.8,80,-0.15,-0.44,0.29,-2.05,-0.23,0.79,,0,-0.06,-0.13,67.3%,93.7,8.0%,86.4,3.5%,87.3,15.0%,78.3,6.2%,82.7,,,,,,,1.0,-0.8,-0.5,-1.1,-0.3,,,1.25,-8.97,-11.45,-6.53,-4.04,,,38.6%,69.8%,50.4%,55.6%,76.7%,66.7%,38.1%,52.0%,16.8%,-0.4,61.1%,,6.2%,,,6.2%,5.3%,15.0%,,,6.2%,,,,93.8,,86.6,,,92.7,86.5,78.3,,,82.6,,,-1.9,,-1.9,,,7.7,-0.7,-0.1,,,-8.3,,,10.4,,4.0,,,4.6,2.5,-6.3,,,6.0,,,1.9,,-1.1,,,-0.9,-0.1,-1.1,,,-0.3,,,2.69,,-16.41,,,-12.89,-1.94,-6.71,,,-4.04,,,32.1%,66.7%,50.4%,47.1%,75.0%,66.7%,53.1%,18.4,1.0,0.2,-0.1,28 - 28,-1.0,0.1,-0.5,60.0%,33.3%,6.7%,20.0%,33.3%,46.7%,44.0%,6.2%,2.7%,12.4%,61.1%,5.3%,,,,6.2%,6.2%,,83.2,78.6,78.6,94.1,87.1,,,,93.5,86.7,,-7.8,4.1,-0.5,-1.6,-1.2,,,,6.8,-1.0,,3.4,-8.3,-8.5,8.8,2.9,,,,3.1,0.2,,-0.3,0.1,-1.2,1.9,-0.3,,,,-0.9,-0.9,,-4.04,1.91,-8.56,2.69,-5.63,,,,-12.89,-13.25,,30.8%,67.2%,50.4%,43.8%,75.6%,66.7%,54.0%,18.4,,72,136,123,86,109,166,71,64,136,76,178,142,103,26,113,64,153,88.5,-3.3,3,20.0%,111.2,8,53.3%,15,13.3%,30.1%,.279,.542,.382,0.0
Jesse Winker,MIL,29,5,14,18,4,4,0,0,0,2,5,3,0,4,0,1,0,0,0,0,.286,5,3,3,0,78,37,41,0,0,0,16.7%,22.2%,0.75,.389,.286,.675,.000,.364,1.67,27.3%,45.5%,27.3%,0.0%,0.0%,0.0%,0.0%,.314,-0.1,2,-0.1,,0.6,-0.4,-0.7,-0.1,($0.6),1.3,94,0.43,-0.19,0.62,1.94,0.20,1.09,4.36,1,0.11,0.29,38.5%,92.7,15.4%,85.8,12.8%,90.0,9.0%,76.6,23.1%,85.4,1.3%,84.0,,,,,0.6,-0.9,-0.5,0.4,0.3,0.3,,2.02,-7.16,-4.60,5.04,1.40,26.23,,28.3%,72.0%,42.3%,60.0%,72.2%,66.7%,32.1%,50.0%,14.1%,-0.8,32.1%,,15.4%,6.4%,,7.7%,9.0%,11.5%,,,17.9%,,,,92.8,,89.5,84.9,,91.8,85.4,78.2,,,85.3,,,-5.1,,-0.1,-7.9,,-6.1,2.4,5.7,,,-8.4,,,9.3,,5.9,2.1,,6.6,4.2,-5.2,,,3.8,,,1.4,,-1.2,0.2,,-0.3,-0.4,0.1,,,0.3,,,5.41,,-9.66,4.81,,-4.83,-5.58,1.45,,,1.95,,,21.3%,74.2%,42.3%,50.0%,73.9%,66.7%,39.7%,19.7,-0.4,-0.1,-0.9,29 - 29,-0.9,0.1,0.2,54.5%,27.3%,18.2%,0.0%,54.5%,45.5%,38.9%,23.1%,,9.0%,33.3%,16.7%,1.3%,,,5.1%,11.5%,,85.8,,77.1,93.5,90.1,84.7,,,91.5,85.6,,-8.0,,5.9,-4.8,0.6,-4.4,,,-5.5,4.1,,1.7,,-8.2,8.1,4.9,1.5,,,3.2,1.7,,0.3,,0.4,0.7,-0.7,0.3,,,0.0,-0.6,,1.40,,5.04,2.52,-5.40,26.23,,,-1.24,-6.81,,22.2%,69.7%,42.3%,60.0%,69.6%,66.7%,42.3%,19.7,,113,188,98,120,68,0,121,130,103,78,0,129,84,72,0,105,149,91.3,15.9,0,0.0%,104.6,4,36.4%,11,10.3%,24.4%,.246,.314,.332,-0.1
Tony Kemp,OAK,31,5,19,22,5,4,1,0,0,3,3,3,0,3,0,0,0,0,1,0,.263,6,5,4,1,75,30,45,0,1,0,13.6%,13.6%,1.00,.364,.316,.679,.053,.313,1.20,26.7%,40.0%,33.3%,20.0%,0.0%,0.0%,0.0%,.314,-0.1,3,0.0,0.1,0.7,0.1,1.3,0.1,$1.0,5.5,101,0.81,-0.43,1.24,1.98,0.23,1.51,,0,0.20,0.34,50.7%,92.1,17.3%,82.6,14.7%,85.3,4.0%,77.7,10.7%,83.3,2.7%,88.0,,,,,0.2,0.4,-0.8,0.6,-0.1,-0.2,,0.57,3.17,-7.59,20.15,-1.48,-11.45,,20.5%,72.2%,45.3%,62.5%,96.2%,88.2%,48.0%,45.5%,5.3%,0.3,29.3%,,18.7%,2.7%,,17.3%,14.7%,5.3%,1.3%,,10.7%,,,,92.5,,87.9,88.2,,90.5,83.7,76.0,80.9,,83.3,,,-4.5,,0.6,-8.5,,8.9,4.9,-7.4,6.6,,-8.5,,,10.7,,4.8,3.8,,6.5,1.9,-1.7,-6.7,,6.0,,,-0.2,,-0.4,-0.2,,0.0,-0.3,0.7,0.6,,-0.1,,,-1.12,,-2.61,-11.17,,0.04,-2.52,18.57,56.19,,-1.48,,,20.6%,65.9%,45.3%,57.1%,96.3%,88.2%,54.7%,16.7,0.2,0.1,0.1,31 - 31,0.4,0.0,0.1,43.8%,31.3%,25.0%,6.3%,62.5%,31.3%,27.3%,10.7%,,4.0%,29.3%,18.7%,2.7%,,,17.3%,17.3%,,84.0,,78.2,93.2,88.5,88.8,,,91.1,83.1,,-7.9,,-1.5,-3.9,0.6,-7.6,,,8.7,3.1,,4.5,,-6.4,9.3,3.6,2.2,,,5.1,0.4,,-0.1,,0.6,-0.2,-0.4,-0.2,,,0.0,0.4,,-1.48,,20.15,-1.12,-2.61,-11.17,,,0.04,3.26,,18.2%,66.7%,45.3%,50.0%,96.4%,88.2%,56.0%,16.7,,106,153,62,113,77,33,107,144,92,87,0,108,90,101,37,123,96,90.2,16.0,0,0.0%,101.6,5,31.3%,16,13.3%,18.7%,.246,.330,.332,0.1
Juan Soto,SDP,24,6,21,25,4,2,1,0,1,4,4,4,0,3,0,0,0,0,0,0,.190,13,3,2,1,85,35,50,0,0,0,16.0%,12.0%,1.33,.320,.381,.701,.190,.176,4.33,11.1%,72.2%,16.7%,33.3%,33.3%,0.0%,0.0%,.314,-0.2,3,-0.1,0.5,0.8,-0.3,1.3,0.1,$1.1,2.2,98,0.13,-0.25,0.38,1.69,0.19,0.76,,0,0.03,0.14,50.0%,93.5,23.8%,85.1,2.4%,90.0,13.1%,82.7,10.7%,84.9,,,,,1.2%,,1.0,-1.7,-0.1,0.6,0.3,,,2.49,-8.32,-5.20,5.19,3.24,,,14.9%,56.8%,33.3%,57.1%,85.7%,78.6%,44.0%,64.0%,7.1%,0.4,27.4%,,4.8%,,,22.6%,21.4%,,13.1%,,10.7%,,,,93.9,,87.3,,,93.1,85.1,,82.7,,84.8,,,-0.7,,1.0,,,-3.1,-1.1,,0.8,,-10.4,,,11.0,,3.6,,,6.2,3.2,,-5.0,,5.3,,,1.2,,-0.4,,,-0.1,-1.4,,0.6,,0.3,,,5.06,,-9.79,,,-0.62,-7.64,,5.19,,3.24,,,10.5%,52.2%,33.3%,25.0%,87.5%,78.6%,54.8%,18.8,0.2,0.0,0.2,24 - 24,0.3,0.1,0.2,50.0%,44.4%,5.6%,22.2%,50.0%,27.8%,32.0%,10.7%,,13.1%,31.0%,2.4%,,,,19.0%,23.8%,,85.4,,83.1,94.4,90.3,,,,93.6,85.6,,-9.6,,1.7,0.0,1.0,,,,-3.8,-0.7,,2.9,,-7.4,8.5,3.6,,,,3.8,0.9,,0.3,,0.6,1.2,-0.1,,,,-0.2,-1.5,,3.24,,5.19,4.62,-5.20,,,,-0.97,-7.65,,7.7%,55.6%,33.3%,0.0%,88.0%,78.6%,53.6%,18.8,,75,181,53,99,91,116,59,53,164,48,237,118,137,22,126,97,91,91.1,-2.0,0,0.0%,109.8,9,50.0%,18,24.7%,31.8%,.216,.377,.343,0.1
Luis Rengifo,LAA,26,5,16,22,3,3,0,0,0,5,2,5,0,1,1,0,0,1,0,0,.188,10,3,2,0,103,42,61,1,0,0,22.7%,4.5%,5.00,.409,.188,.597,.000,.200,3.33,13.3%,66.7%,20.0%,0.0%,0.0%,10.0%,0.0%,.314,-0.2,3,-0.2,-0.2,0.7,0.1,0.2,0.0,$0.1,2.6,94,0.26,-0.14,0.41,0.83,0.09,0.79,,0,0.07,0.26,45.1%,93.3,24.5%,82.6,5.9%,88.0,7.8%,80.0,14.7%,86.1,2.0%,93.0,,,1.0%,,-0.8,-0.1,0.3,0.5,0.2,0.1,,-1.83,-0.50,4.44,6.86,1.11,4.29,,31.3%,77.1%,47.1%,81.0%,88.9%,85.4%,34.3%,68.2%,6.8%,-0.3,38.2%,,3.9%,2.0%,,6.9%,29.4%,4.9%,,,14.7%,,,,93.1,,88.1,92.5,,94.2,82.6,80.2,,,86.1,,,-3.0,,0.7,-8.6,,-8.4,3.8,3.8,,,-4.8,,,9.1,,5.0,2.3,,2.5,1.0,-5.1,,,2.4,,,0.1,,0.0,0.1,,-0.9,0.4,0.3,,,0.2,,,0.15,,1.21,4.29,,-12.85,1.22,5.53,,,1.11,,,27.3%,70.2%,47.1%,73.3%,90.9%,85.4%,46.1%,18.2,-0.1,-0.1,0.1,26 - 26,-0.4,0.0,-0.3,53.3%,26.7%,20.0%,13.3%,53.3%,33.3%,27.3%,14.7%,,2.0%,38.2%,3.9%,2.0%,,,6.9%,32.4%,,86.6,,77.1,93.6,88.7,93.0,,,94.6,83.0,,-4.4,,-0.5,-2.7,0.7,-8.4,,,-8.0,4.7,,0.9,,-8.6,8.1,2.9,1.0,,,1.2,-0.5,,0.2,,0.3,0.1,0.2,0.1,,,-0.9,0.2,,1.25,,12.56,0.15,5.41,4.29,,,-12.85,0.67,,27.3%,70.2%,47.1%,73.3%,90.9%,85.4%,46.1%,18.2,,76,255,21,127,46,0,68,72,154,52,0,132,76,81,80,105,103,87.5,3.5,0,0.0%,107.2,5,33.3%,15,11.7%,18.4%,.278,.335,.417,0.0
Salvador Perez,KCR,33,4,15,16,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,.267,4,6,4,0,52,16,36,0,0,0,6.3%,6.3%,1.00,.313,.400,.713,.133,.286,0.67,28.6%,28.6%,42.9%,0.0%,0.0%,0.0%,0.0%,.311,-0.1,2,-0.2,-0.1,0.5,0.3,0.7,0.1,$0.5,0.1,91,0.00,-0.25,0.25,-0.20,-0.02,0.95,,0,-0.04,0.05,34.6%,94.9,38.5%,84.2,11.5%,89.5,7.7%,84.8,1.9%,88.0,5.8%,87.0,,,,,1.0,-0.5,-0.5,0.4,-0.3,-0.2,,5.55,-2.41,-7.54,9.40,-25.76,-5.16,,46.9%,65.0%,53.8%,73.3%,92.3%,82.1%,38.5%,62.5%,9.6%,0.1,25.0%,,3.8%,1.9%,,11.5%,40.4%,7.7%,,,9.6%,,,,94.3,,88.2,81.4,,95.1,84.4,84.5,,,89.8,,,-2.8,,1.8,-5.1,,-9.3,5.8,-0.9,,,0.4,,,8.3,,1.1,-2.3,,3.8,0.0,-6.7,,,5.4,,,0.1,,-0.3,-0.1,,0.9,-0.6,0.4,,,-0.5,,,0.83,,-12.61,-5.09,,15.43,-2.68,9.40,,,-10.34,,,42.3%,65.4%,53.8%,63.6%,94.1%,82.1%,50.0%,17.9,0.2,0.0,0.0,33 - 33,-0.1,0.0,0.1,42.9%,50.0%,7.1%,7.1%,42.9%,50.0%,12.5%,9.6%,,7.7%,21.2%,,1.9%,,,13.5%,46.2%,,89.5,,84.2,94.6,,81.4,,,94.7,84.8,,0.2,,-0.7,-2.5,,-4.8,,,-8.4,5.9,,4.4,,-8.4,8.2,,-3.2,,,2.7,-1.1,,-0.5,,0.4,0.0,,-0.1,,,1.0,-0.8,,-10.34,,9.40,0.33,,-5.09,,,13.74,-3.25,,48.0%,59.3%,53.8%,66.7%,93.8%,82.1%,51.9%,17.9,-0.1,108,70,28,97,98,83,98,155,66,112,0,106,143,29,43,84,154,90.0,20.7,1,7.1%,107.0,8,57.1%,14,15.4%,25.0%,.400,.693,.481,0.1
J.D. Martinez,LAD,35,6,23,25,5,2,2,0,1,4,4,2,0,10,0,0,0,1,0,0,.217,7,4,2,0,110,38,72,0,0,0,8.0%,40.0%,0.20,.280,.435,.715,.217,.333,1.75,15.4%,53.8%,30.8%,0.0%,25.0%,0.0%,0.0%,.308,-0.3,3,-0.3,,0.8,-0.6,-0.5,0.0,($0.4),2.6,91,-0.12,-0.49,0.37,0.13,0.01,1.01,,0,-0.06,-0.06,39.1%,94.1,31.8%,85.6,10.9%,87.9,9.1%,82.6,9.1%,82.7,,,,,,,0.1,0.5,-0.9,0.0,0.1,,,0.28,1.36,-7.57,0.10,0.84,,,39.7%,78.7%,56.4%,44.0%,70.3%,59.7%,42.7%,72.0%,22.7%,-0.4,29.1%,,17.3%,,,10.0%,24.5%,4.5%,5.5%,,9.1%,,,,94.3,,86.9,,,93.6,85.5,80.2,85.6,,82.7,,,-3.0,,-0.3,,,-5.8,0.0,2.3,0.1,,-1.3,,,9.3,,4.5,,,5.9,1.4,-3.7,-2.3,,3.7,,,0.5,,-0.7,,,-0.4,0.3,-0.1,0.1,,0.1,,,1.56,,-3.82,,,-3.45,0.94,-1.12,1.76,,0.84,,,37.0%,75.0%,56.4%,35.0%,71.4%,59.7%,50.9%,20.6,-0.6,0.0,-0.5,35 - 35,-0.7,0.1,0.1,30.8%,38.5%,30.8%,15.4%,46.2%,38.5%,52.0%,9.1%,,10.0%,29.1%,10.9%,,,,10.0%,30.9%,,82.9,,83.3,94.5,87.2,,,,93.7,86.0,,-1.3,,1.9,-2.4,-1.0,,,,-5.2,0.6,,2.2,,-4.6,8.2,4.7,,,,4.9,0.3,,0.1,,0.0,0.5,-0.5,,,,-0.4,0.0,,0.84,,0.45,1.56,-4.30,,,,-3.45,0.13,,37.0%,75.0%,56.4%,35.0%,71.4%,59.7%,50.9%,20.6,,86,90,176,86,104,132,111,73,122,88,178,73,119,122,87,89,126,98.3,12.7,2,15.4%,107.4,10,76.9%,13,9.1%,31.8%,.251,.486,.332,0.0
Oscar Colas,CHW,24,5,17,18,5,4,1,0,0,2,1,0,0,4,1,0,0,1,1,0,.294,8,4,1,1,53,15,38,2,0,0,0.0%,22.2%,0.00,.333,.353,.686,.059,.385,2.00,7.7%,61.5%,30.8%,25.0%,0.0%,25.0%,0.0%,.307,-0.2,2,-0.2,0.0,0.6,-0.2,0.2,0.0,$0.2,6.2,91,-0.19,-0.44,0.25,-1.81,-0.19,1.07,1.13,1,-0.14,-0.04,28.3%,93.3,18.9%,86.5,11.3%,86.3,15.1%,79.8,20.8%,86.5,5.7%,84.3,,,,,0.0,-0.7,0.3,-0.7,0.3,0.1,,0.30,-6.61,4.18,-9.36,2.59,4.49,,51.5%,65.0%,56.6%,47.1%,92.3%,66.7%,37.7%,50.0%,18.9%,0.1,28.3%,,9.4%,5.7%,,1.9%,20.8%,13.2%,,,20.8%,,,,92.8,,85.9,84.3,,93.1,86.5,78.7,,,86.4,,,-4.0,,0.1,-5.6,,-10.1,3.7,8.0,,,-8.5,,,9.4,,5.2,0.7,,5.4,1.3,-6.1,,,2.6,,,1.0,,-0.5,0.1,,-0.2,-0.8,-0.6,,,0.3,,,6.66,,-10.51,4.49,,-17.83,-7.39,-8.80,,,2.59,,,42.9%,72.0%,56.6%,41.7%,83.3%,66.7%,47.2%,17.4,-0.2,0.2,0.0,24 - 24,-0.1,0.0,-0.1,30.8%,23.1%,46.2%,46.2%,38.5%,15.4%,22.2%,20.8%,,13.2%,28.3%,9.4%,5.7%,,,1.9%,20.8%,,86.5,,78.7,92.8,85.9,84.3,,,93.3,86.6,,-8.2,,8.2,-3.5,0.5,-5.3,,,-9.3,4.3,,1.2,,-7.7,8.5,3.4,-1.2,,,4.7,-0.1,,0.3,,-0.6,1.0,-0.5,0.1,,,-0.2,-0.8,,2.59,,-8.80,6.66,-10.51,4.49,,,-17.83,-7.39,,44.4%,69.2%,56.6%,41.7%,83.3%,66.7%,49.1%,17.4,,119,0,101,103,86,36,132,42,142,80,0,76,66,186,277,76,47,82.7,1.8,0,0.0%,109.4,4,30.8%,13,15.1%,34.0%,.134,.171,.168,0.0
Jeimer Candelario,WSN,29,5,19,21,4,2,1,0,1,4,1,2,0,7,0,0,0,0,0,0,.211,5,6,1,0,82,29,53,0,0,0,9.5%,33.3%,0.29,.286,.421,.707,.211,.273,0.83,8.3%,41.7%,50.0%,0.0%,16.7%,0.0%,0.0%,.307,-0.3,2,-0.3,0.6,0.7,0.1,0.9,0.1,$0.7,2.6,88,-0.05,-0.28,0.23,-0.35,-0.04,0.72,,0,-0.10,0.03,32.9%,93.9,21.5%,81.4,17.7%,88.9,12.7%,79.4,12.7%,83.8,2.5%,87.0,,,3.7%,,0.2,0.3,-0.4,-0.4,1.0,-0.3,,0.90,1.50,-2.71,-4.15,10.41,-12.61,,45.6%,77.3%,54.4%,53.8%,82.4%,65.1%,27.8%,42.9%,18.3%,-0.2,26.3%,,12.5%,2.5%,,11.3%,22.5%,12.5%,,,12.5%,,,,94.0,,87.6,86.8,,92.8,81.8,79.3,,,83.7,,,0.2,,-0.6,-8.8,,-6.5,3.8,-1.1,,,6.8,,,8.8,,3.1,1.0,,4.4,0.2,-5.0,,,4.3,,,-1.1,,-0.1,-0.3,,0.9,0.2,-0.4,,,1.0,,,-5.15,,-0.64,-12.61,,10.25,0.91,-4.15,,,10.41,,,38.8%,80.6%,55.0%,42.1%,80.0%,63.6%,38.8%,18.7,0.7,0.0,-0.2,29 - 29,-0.5,0.1,0.0,33.3%,33.3%,33.3%,8.3%,41.7%,50.0%,47.6%,11.8%,,3.9%,28.9%,7.9%,2.6%,,,9.2%,35.5%,,83.7,,81.5,94.6,87.5,87.4,,,92.7,83.0,,6.9,,1.8,0.1,-0.5,-7.7,,,-5.6,3.2,,2.9,,-9.6,7.7,4.5,-0.3,,,2.5,-1.5,,1.2,,0.0,0.4,0.0,-0.3,,,-0.5,-0.3,,12.96,,-0.28,1.79,0.68,-12.61,,,-6.74,-1.19,,39.1%,76.7%,53.9%,44.4%,78.3%,63.4%,39.5%,18.7,,83,108,147,88,101,128,91,40,94,143,118,79,103,132,47,80,164,90.7,14.9,1,8.3%,111.3,5,41.7%,12,11.0%,29.3%,.157,.309,.263,0.1
Jorge Soler,MIA,31,6,23,24,5,1,3,0,1,1,2,1,0,7,0,0,0,0,0,0,.217,4,7,5,1,95,35,60,0,0,0,4.2%,29.2%,0.14,.250,.478,.728,.261,.267,0.57,31.3%,25.0%,43.8%,14.3%,14.3%,0.0%,0.0%,.307,-0.3,3,-0.3,0.4,0.7,-0.6,0.7,0.1,$0.6,0.1,91,0.04,-0.33,0.37,-0.44,-0.05,0.81,,0,-0.02,0.08,37.9%,94.3,44.2%,83.7,7.4%,90.7,1.1%,76.0,3.2%,84.7,6.3%,84.7,,,,,1.8,-1.5,-0.3,0.2,-0.2,-0.4,,4.87,-3.52,-4.15,17.75,-6.41,-6.06,,24.0%,73.3%,47.4%,33.3%,81.8%,68.9%,47.4%,66.7%,14.7%,0.3,31.6%,,9.5%,3.2%,5.3%,5.3%,42.1%,1.1%,,,2.1%,,,,94.8,,90.2,86.4,84.2,92.1,83.5,76.1,,,83.8,,,-6.1,,1.3,-8.5,-5.2,-5.7,3.2,8.0,,,0.5,,,10.6,,6.5,3.6,2.4,5.2,0.1,-6.9,,,3.5,,,0.4,,-0.5,-0.3,-0.3,1.6,-1.2,0.2,,,-0.2,,,1.25,,-6.03,-11.59,-5.45,32.07,-3.07,17.75,,,-9.62,,,25.5%,68.8%,47.4%,33.3%,81.8%,68.9%,50.5%,18.6,-0.1,0.0,0.1,31 - 31,0.0,0.1,0.2,37.5%,43.8%,18.8%,12.5%,18.8%,68.8%,37.5%,2.1%,,1.1%,31.6%,9.5%,8.4%,,,5.3%,42.1%,,83.7,,76.1,94.8,90.2,85.0,,,92.1,83.5,,0.7,,8.7,-5.2,2.3,-5.7,,,-5.3,4.3,,2.1,,-7.9,9.6,5.3,1.2,,,4.1,-1.3,,-0.2,,0.2,0.4,-0.5,-0.6,,,1.6,-1.2,,-9.62,,17.75,1.25,-6.03,-7.75,,,32.07,-3.07,,24.4%,68.0%,47.4%,36.4%,76.5%,66.7%,52.6%,18.6,,86,47,128,77,115,158,89,149,57,125,101,89,135,74,71,36,225,98.8,22.1,3,18.8%,114.1,9,56.3%,16,15.8%,30.5%,.339,.656,.430,0.1
